NAMER	GENDER	SOURCES
TEODOSIA	F	[9, 11, 4, 5, 18, 1, 16, 6, 1*]
HIDAYA	F	[1, 2]
MARIA GERTRUDIS	F	[1]
MELCHORA	F	[1, 9, 16, 4, 5, 1*]
ANASTASIYA	F	[1]
MARIA ENCINA	F	[1]
CONSTANCIA	F	[18, 1, 16, 6, 3, 4, 5, 1*]
EFIGENIA	F	[1, 16, 6, 4, 5, 1*]
CHRISTINA	F	[1, 16, 6, 5, 1*]
MADALINA	F	[1, 1*]
ANA LUZ	F	[1]
SULAMITA	F	[7, 4, 5, 1, 2]
DANIELA ALEJANDRA	F	[1]
NAJOUA	F	[1]
SECUNDINA	F	[18, 1, 9, 16, 6, 4, 5, 1*]
MARIA PIA	F	[1, 4, 5, 7]
RABAB	F	[1, 5, 6, 2]
SHARON	F	[1, 6, 4, 5, 1*]
ARSENIA	F	[1, 4, 5, 1*]
GABRIELLA	F	[1, 5, 6, 1*]
LILIYA	F	[1]
BRAULIA	F	[1, 9, 16, 5, 1*]
MARIA GENOVEVA	F	[1]
MIOARA	F	[1]
SHEREZADE	F	[1, 1*]
MARIA REBECA	F	[1]
UMA	F	[4, 5, 1, 6, 2]
BADIA	F	[1, 5]
KIMBERLY	F	[11, 4, 5, 8, 1, 6, 2, 1*]
MAHJOUBA	F	[1]
MARIA DIVINA	F	[1]
SANDRA ELIZABETH	F	[1]
MARIA IDOYA	F	[1]
RITAJ	F	[1, 2]
RABHA	F	[1]
MARIETA	F	[1, 19, 3]
NAYLA	F	[4, 5, 1, 6, 2]
TERESA CARMEN	F	[1]
NAIALA	F	[1]
LIDE	F	[1, 19]
YOUSSRA	F	[1, 2]
CARMEN JULIA	F	[1]
RAISA	F	[1, 6, 4, 5, 1*]
MARIA ROSALIA	F	[1]
KENZA	F	[1, 5, 6, 2]
KHAOULA	F	[1]
ARABIA	F	[1, 6, 4, 5, 1*]
EUFRASIA	F	[9, 11, 4, 5, 18, 1, 16, 6, 1*]
KATERINA	F	[1, 11, 19, 6, 4, 5, 1*]
MARIA OBDULIA	F	[1]
CARMEN VICTORIA	F	[1]
MARIA ALTAGRACIA	F	[1]
MARLENY	F	[1, 1*]
FRANCISCA ROSA	F	[1]
MARY LUZ	F	[1]
ELENA CRISTINA	F	[1]
MARIA TAMARA	F	[1]
OMAYMA	F	[1, 2]
ELVIRA MARIA	F	[1]
LEYLA	F	[1, 2, 4, 5, 1*]
MARIA CELINA	F	[1]
IRANZU	F	[1, 5, 1*]
JOSEFA DOLORES	F	[1]
NELA	F	[1, 6, 3, 5, 1*]
ROSMERY	F	[1]
MARIA CORTES	F	[1]
MARIA DIGNA	F	[1]
RUBI	F	[1, 6, 3, 4, 5, 1*]
JANETH	F	[1, 11, 12, 1*]
MARIA MONTE	F	[1]
ALINE	F	[1, 6, 4, 5, 1*]
AMALIA MARIA	F	[1]
MARIA BELLA	F	[1]
ZOUBIDA	F	[1]
ANNE MARIE	F	[1]
JUANA JOSEFA	F	[1]
MIRARI	F	[1, 19, 1*]
MIREN ITXASO	F	[1]
NATALYA	F	[1, 5, 6]
EUSTAQUIA	F	[1, 16, 4, 5, 8, 1*]
PALOMA MARIA	F	[1]
BEATRICE	F	[1, 16, 7, 6, 4, 5, 1*]
HELENE	F	[1, 6, 19, 5, 1*]
JANNA	F	[4, 5, 1, 6, 2]
RIHAB	F	[1, 2]
AGUEDA MARIA	F	[1]
GANNA	F	[1]
IOLANDA	F	[3, 1, 9, 2]
NATALIE	F	[1, 6, 2, 5, 1*]
GERMANA	F	[7, 4, 5, 19, 18, 1, 16, 6, 3, 1*]
MARIA MICAELA	F	[18, 1]
JAZMIN	F	[1, 11, 6, 12, 4, 5, 1*]
MARGOT	F	[11, 2, 4, 5, 1, 6, 3, 1*]
OUMAYMA	F	[1, 2]
ANA MARTA	F	[1]
ASSUMPCIO	F	[1*, 1, 8, 3]
AYLEN	F	[4, 5, 1, 6, 2]
ELAINE	F	[1, 6, 4, 5, 1*]
MARIA CRUCES	F	[1]
PEPA	F	[12, 1, 4, 3]
STELLA MARIS	F	[1, 4, 5, 6]
MARIA AMERICA	F	[1]
SHAKIRA	F	[11, 7, 4, 5, 1, 6, 2]
LAMIA	F	[1, 19]
SEFORA	F	[11, 1, 5, 6]
MARIA HUERTAS	F	[1]
ELIXABETE	F	[1, 19, 1*]
MARIA RUTH	F	[1]
NOUHAILA	F	[1]
ALBERTINA	F	[1, 9, 6, 3, 4, 5, 1*]
NADEZDA	F	[1]
SALADINA	F	[1, 9, 1*]
YOHANA	F	[1, 4, 5, 1*]
ANA CELIA	F	[1]
MARIA LINA	F	[1]
SANDRA ISABEL	F	[1]
ICIA	F	[1, 9]
LEONISA	F	[1, 1*]
MARIANNA	F	[1, 16]
ANA BELLA	F	[1]
ELIANE	F	[1, 6, 4, 5, 1*]
HERMOSINDA	F	[1, 1*]
ROSALINDA	F	[3, 1, 9, 7, 6, 4, 5, 1*]
MARIA JOSEP	F	[1]
IULIA	F	[1, 5, 1*]
TANIT	F	[1, 2]
ILONA	F	[1, 6, 3, 4, 5, 1*]
JUANA FRANCISCA	F	[1]
MAIKA	F	[1, 5, 6, 2]
PAULA CRISTINA	F	[1]
PETRA MARIA	F	[1]
ANCA	F	[1, 1*]
ELIZAVETA	F	[1]
INSAF	F	[1, 2]
TANYA	F	[1, 6, 5, 1*]
BELARMINA	F	[18, 1, 5, 1*]
CRISTINA ELENA	F	[1]
IVANKA	F	[1, 6, 4, 5, 1*]
CECILIA MARIA	F	[1]
ERIKA MARIA	F	[1]
LAURA CARMEN	F	[1]
LIUDMYLA	F	[1]
YOSRA	F	[1, 2]
CONSTANTA	F	[1]
JEMAA	F	[1]
JOSEFA ISABEL	F	[1]
NOHA	F	[1, 5, 6, 2]
SALWA	F	[1, 2]
MARIA ANGELINA	F	[1]
MARIANNE	F	[7, 4, 5, 1, 6]
MARILUZ	F	[1]
GAIA	F	[11, 4, 5, 8, 19, 1, 6, 2]
BETTY	F	[1, 6, 4, 5, 1*]
DESIDERIA	F	[1, 9, 16, 3, 17, 4, 5, 1*]
LIANA	F	[1, 6, 3, 4, 5, 1*]
VIRGILIA	F	[1, 5, 1*]
AGNIESZKA	F	[1, 1*]
ATHENEA	F	[1]
MIREN AGURTZANE	F	[1]
EDNA	F	[11, 2, 4, 5, 1, 16, 6, 3, 1*]
LUZ MARY	F	[1]
ALANA	F	[9, 11, 4, 5, 1, 6, 2]
HAYDEE	F	[1, 7, 6, 12, 4, 5, 1*]
LUDMILA	F	[11, 7, 4, 5, 18, 1, 6]
DANNA	F	[1, 6, 2, 4, 5, 1*]
EIRE	F	[1, 2]
FRANCISCA PAULA	F	[1]
ESPERANZA MARIA	F	[1]
MARIA TOMASA	F	[1]
ROSA NIEVES	F	[1]
ANICETA	F	[1, 16, 4, 5, 1*]
EMPAR	F	[1*, 1, 3]
KEYLA	F	[1*, 1, 4, 2]
ZHOR	F	[1]
NELIA	F	[1, 6, 5, 1*]
ANN	F	[1, 4*, 16, 6, 5*, 4, 5, 1*]
FINA	F	[18, 1, 3, 12, 4, 5, 1*]
FIDELINA	F	[1, 9, 1*]
HERMINDA	F	[1, 6, 4, 5, 1*]
JOSEFA PILAR	F	[1]
CARLOTA MARIA	F	[1]
RHIMOU	F	[1]
CRISTINA CARMEN	F	[1]
MARIA CONCEIÇAO	F	[1]
MARILYN	F	[1, 6, 4, 5, 1*]
MBARKA	F	[1]
SAKINA	F	[1]
LAMIAE	F	[1]
TINA	F	[3, 1, 6, 2, 4, 5, 1*]
HANA	F	[1, 5, 6, 2]
MARIA ANGEL	F	[1, 4, 5, 6]
MELINDA	F	[9, 11, 4, 5, 1, 6]
SABINE	F	[1, 5, 6]
MARIA LILIANA	F	[1]
ELDA	F	[1, 6, 4, 5, 8, 1*]
EUGENIA MARIA	F	[1]
MANOLI	F	[12, 1, 5, 6]
BALTASARA	F	[1, 9]
MARIA JACINTA	F	[1]
BEGOÑA MARIA	F	[1]
NAZHA	F	[1]
ZAYRA	F	[1]
AYELEN	F	[1, 11, 7, 6, 4, 5, 1*]
GABRIELA MARIA	F	[1]
ANA EVA	F	[1]
SUHAILA	F	[1]
GORETTI	F	[1, 9, 3, 1*]
LIERNI	F	[1]
RACHEL	F	[4, 5, 1, 6, 3]
SILVIA PATRICIA	F	[1]
CAPILLA	F	[1, 1*]
MARIA AIDA	F	[1]
TAMARA MARIA	F	[1]
EMERENCIANA	F	[18, 1, 11, 16, 4, 1*]
INGA	F	[11, 1, 5, 6]
MARICELA	F	[1, 11, 17, 4, 5, 1*]
AMELIA MARIA	F	[1]
CIRILA	F	[1, 16, 6, 4, 5, 1*]
EVA CRISTINA	F	[1]
ROSA BELEN	F	[1]
KATARZYNA	F	[1, 1*]
MATILDA	F	[4, 5, 1, 16, 6, 2]
AINA MARIA	F	[1]
FADWA	F	[1]
MARIA AGUEDA	F	[1]
MARIA CELESTINA	F	[1]
ITAHISA	F	[12, 1, 1*]
ROSA AMELIA	F	[1]
MARIA CARLOTA	F	[1]
WAFAE	F	[1]
ANA KARINA	F	[1]
ANUNCIA	F	[1, 9, 1*]
LILA	F	[1, 11, 6, 2, 4, 5, 1*]
NAYADE	F	[1*, 1, 2]
FADILA	F	[1]
LURDES	F	[1, 9, 6, 3, 17, 4, 5, 1*]
OROSIA	F	[9, 11, 4, 5, 1, 16, 6, 3, 1*]
ROSARIO PILAR	F	[1]
AMAGOIA	F	[10, 1, 19]
AMELIE	F	[4, 5, 1, 6, 2]
DEYANIRA	F	[3, 1, 11, 7, 6, 4, 5, 1*]
MARION	F	[11, 4, 5, 1, 16, 6]
MIREN ARANTZAZU	F	[1]
ANGIE	F	[1, 6, 2, 4, 5, 1*]
VIKTORIA	F	[1, 19]
DEVORA	F	[1, 4, 5, 1*]
EVA ISABEL	F	[1]
ISABEL DOLORES	F	[1]
MIREN GARBIÑE	F	[1]
YAZMINA	F	[1, 1*]
CRISTINA VICTORIA	F	[1]
DESEADA	F	[1, 1*]
ROSENDA	F	[1, 9, 16, 4, 5, 1*]
MARLEN	F	[1, 4, 5, 1*]
PATRICIA ISABEL	F	[1]
ALISA	F	[17, 4, 5, 1, 2]
DAIRA	F	[5*, 1, 4*, 6, 2, 4, 5]
MAGALY	F	[1, 1*]
DENISA	F	[1, 6, 4, 5, 1*]
JACKELINE	F	[1, 1*]
ASSUMPTA	F	[1, 3, 15, 8, 1*]
IONA	F	[2, 4, 5, 8, 1, 6, 3]
ELENA CARMEN	F	[1]
MEGAN	F	[1, 6, 2, 4, 5, 1*]
ANA ANTONIA	F	[1]
ANTONIA ISABEL	F	[1]
QUINTINA	F	[1, 6, 4, 5, 1*]
CLAUDIA MARCELA	F	[1]
JOSEPHINE	F	[1, 16, 6, 5, 1*]
MARINA CARMEN	F	[1]
HANAA	F	[1, 2]
OVIDIA	F	[1, 9, 1*]
IBONE	F	[1, 19, 1*]
ANA ELISA	F	[1]
ANTONIA JESUS	F	[1]
EVA GLORIA	F	[1]
LLARA	F	[1, 4]
MERIAM	F	[1, 2]
ANABELLA	F	[1, 6, 4, 5, 1*]
IMMA	F	[1, 4, 3]
LUCIA ISABEL	F	[1]
ROMAISA	F	[1, 2]
YULIIA	F	[1]
ALTEA	F	[1, 5, 6]
ARGELIA	F	[1, 6, 4, 5, 1*]
ILIANA	F	[1, 11, 6, 4, 5, 1*]
WILMA	F	[1, 6, 5, 1*]
MARIA FELIPA	F	[1]
MARTHA ISABEL	F	[1]
SILVERIA	F	[1, 16, 6, 4, 5, 1*]
SUSANNE	F	[1]
TABITA	F	[1, 11, 2]
CARMEN ALICIA	F	[1]
JIHANE	F	[1, 2]
LUCY	F	[1, 16, 6, 4, 5, 1*]
MALGORZATA	F	[1, 1*]
PATRICIA CARMEN	F	[1]
NICOL	F	[1, 2, 4, 1*]
PERFECTA	F	[1, 9, 16, 4, 5, 1*]
ELIA MARIA	F	[1]
MARIA ISIDORA	F	[1]
AYESHA	F	[4, 5, 1, 6, 2]
PAULINE	F	[1, 6, 5, 1*]
MARIA AMADA	F	[1]
OUARDA	F	[1]
VIRA	F	[1]
BALDOMERA	F	[1, 5]
JANE	F	[1, 6, 3, 4, 5, 1*]
MURIEL	A	[9, 7, 2, 4, 5, 1, 6, 3]
MARTIRIO	F	[1, 11, 6, 17, 5, 1*]
ANETA	F	[1]
SANDRA LILIANA	F	[1]
ANA LOURDES	F	[1]
GABRIELA ALEJANDRA	F	[1]
MARIA LURDES	F	[1]
ANI	F	[1, 19, 5, 6]
MARIA OLIVIA	F	[1]
MIREN BEGOÑA	F	[1]
LAVINIA	F	[1, 11, 19, 6, 4, 5, 1*]
LEONILA	F	[1, 6, 4, 5, 1*]
MARIA CLEOFE	F	[1]
MARIA PASTORA	F	[1]
RIHAM	F	[1, 2]
WIDAD	F	[1]
CIARA	F	[1, 11, 6, 2, 4, 5, 1*]
INOCENTA	F	[1, 1*]
LETIZIA	F	[1, 6, 19, 5, 1*]
NADEZHDA	F	[1, 7]
CLAUDIA ANDREA	F	[1]
ANA RITA	F	[1]
MARIA JUSTA	F	[1]
CLARA INES	F	[1]
CONXITA	F	[1, 3]
JUANA CARMEN	F	[1]
LUZ MERY	F	[1]
ALCIRA	F	[1, 9, 6, 4, 5, 1*]
MARIA AUREA	F	[1]
MARIA JESSICA	F	[1]
ROSARIO FATIMA	F	[1]
TAMIMOUNT	F	[1]
AYNARA	F	[1]
MARIA ELISABET	F	[1]
MONTEMAYOR	F	[1, 1*]
HELENA MARIA	F	[1]
LIBIA	F	[1, 11, 6, 4, 5, 1*]
MARTA PILAR	F	[1]
MARYEM	F	[1]
PERPETUA	F	[9, 11, 12, 17, 4, 5, 19, 18, 1, 6, 3, 1*]
GRANADA	F	[1, 1*]
MARTA BEATRIZ	F	[1]
RIANSARES	F	[1, 1*]
MARAM	F	[1, 2]
NADYA	F	[1, 5]
XANA	F	[1]
CAROL ANN	F	[1]
MARGARITA ROSA	F	[1]
LILIANA MARIA	F	[1]
ADINA	F	[1, 6, 5, 1*]
CARMEN JESUS	F	[1]
EMANUELA	F	[1, 6, 4, 19, 5, 1*]
JEANETTE	F	[1, 7, 6, 4, 5, 1*]
LUCICA	F	[1]
MARIA CELSA	F	[1]
MAURICIA	F	[9, 4, 5, 1, 16]
SUSANA BEATRIZ	F	[1]
YAMILE	F	[1, 6, 4, 5, 1*]
CRISANTA	F	[1, 11, 16, 12, 5, 1*]
LEONTINA	F	[1, 5, 1*]
MARY CARMEN	F	[1]
ILDA	F	[18, 1, 3, 12, 4, 5, 1*]
MARIA BELINDA	F	[1]
MARIA CLOTILDE	F	[1]
BLANCA ISABEL	F	[1]
DEMELSA	F	[1, 1*]
LARISSA	F	[1, 4, 5, 6]
MIRTA	F	[9, 11, 7, 4, 5, 1, 6, 3, 1*]
FIRDAOUS	F	[1, 2]
JULIA ISABEL	F	[1]
YULIANA	F	[1, 4, 1*]
CINTHYA	F	[1, 4, 5, 1*]
BERTHA	F	[1, 6, 4, 5, 1*]
MARGARETA	F	[1, 16, 1*]
MARIA APARECIDA	F	[1]
NORBERTA	F	[1, 9, 16, 6, 5, 1*]
MAIMOUNA	F	[1]
MARILENA	F	[4, 5, 1, 6, 3]
MONTAÑA	F	[1, 1*]
RAJAA	F	[1]
ISABELLE	F	[1, 6, 5, 1*]
NICASIA	F	[1, 9, 16, 1*]
ZHANNA	F	[1]
ALEIDA	F	[1, 6, 4, 5, 1*]
ISABEL PILAR	F	[1]
MARIA EDUARDA	F	[1]
TATYANA	F	[1, 5, 6]
CIRA	F	[9, 4, 5, 8, 18, 1, 6, 3, 1*]
MARIA ALEGRIA	F	[1]
CARMEN MERCEDES	F	[1]
CORONADA	F	[1, 16, 1*]
KATYA	F	[1, 5, 6]
MELODIA	F	[1, 1*]
PAOLA MARIA	F	[1]
IANIRE	F	[1]
FRANCISCA DOLORES	F	[1]
GRACE	F	[1, 6, 4, 5, 1*]
JASMIN	F	[1, 4, 5, 2]
KHRYSTYNA	F	[1]
LIRIA	F	[1, 9, 6, 4, 5, 1*]
MARIA TEODORA	F	[1]
ESPERANÇA	F	[1*, 1, 3]
ISABEL ROSA	F	[1]
LACRAMIOARA	F	[1, 1*]
MARIA NELLY	F	[1]
MARICICA	F	[1]
MARINA ISABEL	F	[1]
AMBROSIA	F	[1, 9, 16, 6, 4, 5, 1*]
DIKRA	F	[1, 2]
MARIA ELISABETH	F	[1]
AOUATIF	F	[1]
CARMEN BEATRIZ	F	[1]
CLAUDIA LORENA	F	[1]
MAGNOLIA	F	[1, 9, 6, 4, 5, 1*]
MARIA NEREA	F	[1]
MARIA LORENZA	F	[1]
PIA	F	[9, 11, 17, 2, 4, 5, 19, 7*, 5*, 1, 4*, 16, 6, 3, 1*]
MARAVILLA	F	[1, 1*]
PORFIRIA	F	[1, 9, 16, 4, 5, 1*]
ROSA MARGARITA	F	[1]
CARMEN LAURA	F	[1]
LAURA PATRICIA	F	[1]
GLORIA AMPARO	F	[1]
MARIA DIANA	F	[1]
ENYA	F	[4, 5, 1, 6, 2]
FAOUZIA	F	[1]
HEIDI	F	[1, 6, 2, 4, 5, 1*]
LUZ AMPARO	F	[1]
MARIA PALMIRA	F	[1]
PATRICIA ANN	F	[1]
PILAR CARMEN	F	[1]
BALMA	F	[1, 8, 2]
CELINE	F	[1, 6, 4, 5, 1*]
MATEA	F	[1, 16, 1*]
CARMEN CRISTINA	F	[1]
ZULIMA	F	[1, 9, 6, 4, 5, 1*]
CARMEN CECILIA	F	[1]
ESTELA CARMEN	F	[1]
GADOR	F	[1, 1*]
MARIA ARRATE	F	[1]
MARIA PALMA	F	[1]
CATARINA	F	[1, 9, 16, 6, 4, 5, 1*]
FIORELLA	F	[1, 7, 6, 2, 4, 5, 1*]
IRENA	F	[1, 9, 4, 5, 1*]
NIKOLE	F	[1, 19]
YOMARA	F	[1, 1*]
MELODI	F	[1, 4, 1*]
INTZA	F	[1, 19]
MARIA PAULINA	F	[1]
PETRONELA	F	[1, 1*]
ROSA ESTHER	F	[1]
MERY	F	[1, 4, 1*]
ANTONIA ROSA	F	[1]
AGUAS SANTAS	F	[1]
ANTONIA PILAR	F	[1]
MARIA VAL	F	[1]
ROSANGELA	F	[1, 6, 4, 5, 1*]
ELMA	F	[1, 6, 4, 5, 1*]
SIGRID	F	[1, 7, 6, 2, 4, 5, 1*]
ZALOA	F	[10, 1, 19]
LIGIA	F	[1, 6, 4, 5, 1*]
MARIA LUNA	F	[1]
MONIQUE	F	[1, 5, 6, 1*]
NAJWA	F	[1, 2]
JOSEFA LUISA	F	[1]
LAURA ELENA	F	[1]
MARIA DESEADA	F	[1]
NADIIA	F	[1]
NATALY	F	[1, 6, 4, 5, 1*]
PATRIZIA	F	[1, 19]
ANA SILVIA	F	[1]
DANIELLE	F	[1, 6, 5, 1*]
ANA CLARA	F	[1]
GLORIA ELENA	F	[1]
JANINA	F	[12, 2, 4, 5, 8, 1, 6, 3, 1*]
ELINA	F	[1, 6, 4, 5, 1*]
JASONE	F	[1, 19, 11, 1*]
LOUIZA	F	[1]
PRECIOSA	F	[1, 9, 6, 5, 1*]
CLAIRE	F	[1, 6, 5, 1*]
DOAA	F	[1, 2]
FRANCISCA ANTONIA	F	[1]
SABRIN	F	[1, 2]
CARLOTTA	F	[1, 5, 6, 2]
FRANCISCA CARMEN	F	[1]
MARIA LARA	F	[1]
ROSA MARINA	F	[1]
GLORIA CARMEN	F	[1]
LAURA SOFIA	F	[1]
MARGARITA ISABEL	F	[1]
MARIA IDOIA	F	[1]
DESISLAVA	F	[1, 1*]
JAVIERA	F	[7, 12, 4, 5, 1, 16, 6, 1*]
ROSA MERCEDES	F	[1]
DAIANA	F	[1, 6, 4, 5, 1*]
EILEEN	F	[1, 6, 4, 5, 1*]
ELLA	F	[4, 5, 1, 16, 6, 2]
GIORGIA	F	[1, 5, 6]
INDHIRA	F	[1]
FRIDA	F	[9, 11, 12, 2, 4, 5, 1, 6, 3]
MARIA FLORES	F	[1]
NORMA BEATRIZ	F	[1]
ANA MARINA	F	[1]
MARIA DULCE	F	[1, 4, 5]
MARIA GLADYS	F	[1]
MARIA LIBERTAD	F	[1]
RAKEL	F	[1, 19]
VENERANDA	F	[1, 9, 6, 5, 1*]
KHADY	F	[1, 1*]
MARIA MARTINA	F	[1]
ANA GEMA	F	[1]
MONICA ISABEL	F	[1]
ANA INES	F	[1]
ILARGI	F	[1, 19]
ILARIA	F	[1, 16, 5, 6]
KARINE	F	[1, 5, 6]
LAMYAE	F	[1]
MARIA CIELO	F	[1, 4, 5]
ANDREIA	F	[1, 1*]
MARIA BERNARDA	F	[1]
SAIRA	F	[1, 4, 5]
SOLANGE	F	[1, 6, 4, 5, 1*]
DENISSE	F	[1, 6, 4, 5, 1*]
MARIA VILLAR	F	[1]
TERESITA JESUS	F	[1]
VICTORIA ISABEL	F	[1]
CLAUDIA MILENA	F	[1]
MARIA FELICITAS	F	[1]
MAUREEN	F	[1, 6, 4, 5, 1*]
JULIETTE	F	[1, 5, 6, 2]
SACRAMENTOS	F	[1, 1*]
ANA CLAUDIA	F	[1]
LAURA BEATRIZ	F	[1]
NILDA	F	[11, 12, 17, 4, 5, 1, 6, 1*]
SIXTA	F	[1, 16, 4, 5, 1*]
HASNAA	F	[1]
MONICA BEATRIZ	F	[1]
PASION	F	[1*, 1, 5*]
AUDREY	F	[2, 4, 5, 1, 6, 3]
GISELE	F	[1, 4, 5, 6]
XIAOYAN	F	[1]
IZADI	F	[1, 19]
MARIA SALVADORA	F	[1]
MARTA LUCIA	F	[1]
MONICA ALEXANDRA	F	[1]
ROCIO MARIA	F	[1]
TERESA PILAR	F	[1]
DAISY	F	[1, 6, 5, 1*]
WAFA	F	[1]
DIANA MILENA	F	[1]
WAFAA	F	[1]
ALEXIA MARIA	F	[1]
JENNIFER MARIA	F	[1]
MARIA GRANADA	F	[1]
TRINITAT	F	[1*, 1, 8, 3]
ANA MARIA CARMEN	F	[1]
ESTER MARIA	F	[1]
LEAH	F	[4, 5, 1, 6, 2]
MARIA CANDELA	F	[1, 4, 5]
MICHAELA	F	[1, 16, 5, 6]
SINFOROSA	F	[9, 4, 5, 18, 1, 16, 6, 3, 1*]
YUSRA	F	[1]
MARUJA	F	[1, 4, 5]
YAMILETH	F	[1, 4, 1*]
ANDREA CARMEN	F	[1]
MARINE	F	[1, 4, 5, 6]
NAYA	F	[1, 5]
ROSA ANGELICA	F	[1]
BEATRIZ EUGENIA	F	[1]
ERMELINDA	F	[1, 11, 6, 4, 5, 1*]
JULIET	F	[1, 2]
MARIA IMMACULADA	F	[1]
FRANCISCA PILAR	F	[1]
NAJIMA	F	[1]
AMPARO MARIA	F	[1]
FAYNA	F	[1, 1*]
KHEIRA	F	[1]
LLEDO	F	[1, 1*]
MARIA LUCILA	F	[1]
RANYA	F	[1, 2]
YOVANA	F	[1, 5, 1*]
ANTONIA CARMEN	F	[1]
MARIA FLORINDA	F	[1]
BERENICE	F	[1, 9, 11, 7, 6, 4, 5, 1*]
TERESA ISABEL	F	[1]
LAURA PILAR	F	[1]
ORFELINA	F	[1, 4, 5, 1*]
ABILIA	F	[1, 8]
EREA	F	[1, 9]
ESTHER LIDIA	F	[1]
EUDOSIA	F	[1, 9, 4, 5, 1*]
HASSNA	F	[1]
KEIRA	F	[1, 4]
MARTA CRISTINA	F	[1]
ROSEMARY	F	[1, 6, 4, 5, 1*]
ASUNCION MARIA	F	[1]
EIRA	F	[9, 2, 5, 1, 6, 3]
JENNYFER	F	[1]
ANA CONCEPCION	F	[1]
EMELINA	F	[1, 6, 17, 4, 5, 1*]
SILVIA CRISTINA	F	[1]
JOANE	F	[1, 19]
MARIA MERCED	F	[1, 4, 5]
AIMARA	F	[19, 4, 5, 1, 6]
ANA BEGOÑA	F	[1]
DIANA ELIZABETH	F	[1]
ELIDIA	F	[1, 1*]
MARIA JUDITH	F	[1]
ROSA LUZ	F	[1]
ANA ESMERALDA	F	[1]
ANA LORENA	F	[1]
KARLA PATRICIA	F	[1]
MARIA OLIMPIA	F	[1]
CARMEN YOLANDA	F	[1]
FAUSTA	F	[4, 5, 19, 1, 16, 6]
NICANORA	F	[9, 11, 5, 1, 16]
ROSA MARY	F	[1]
TARA	F	[1, 7, 6, 5, 1*]
FLORA MARIA	F	[1]
GOIZANE	F	[1, 19]
INMACULADA MARIA	F	[1]
ANGELA PATRICIA	F	[1]
AZAHARA MARIA	F	[1]
CINDY	F	[1, 6, 4, 5, 1*]
PERLA	F	[11, 17, 4, 5, 1, 6, 3, 1*]
YANETH	F	[1, 1*]
GENMA	F	[1, 1*]
MARIA MARAVILLAS	F	[1]
TATIANA MARIA	F	[1]
CLAUDIA ALEJANDRA	F	[1]
NEREA MARIA	F	[1]
OUASSIMA	F	[1]
ROSARIO ISABEL	F	[1]
ALICIA CARMEN	F	[1]
CRISTINA PILAR	F	[1]
MADELEINE	F	[1, 6, 4, 5, 1*]
ALINA MARIA	F	[1]
ANDREINA	F	[1, 11, 6, 4, 5, 1*]
LUJAN	F	[18, 1, 16, 6, 4, 5, 1*]
ROBLEDO	F	[1, 1*]
AINHOA MARIA	F	[1]
CARMEN PATRICIA	F	[1]
MEI	F	[1, 6, 2, 5, 1*]
ZAHIA	F	[1]
JOYCE	F	[1, 6, 4, 5, 1*]
NAIR	F	[1, 6, 4, 5, 1*]
EVA BELEN	F	[1]
LUCIA PILAR	F	[1]
ROSA MAR	F	[1]
ANNIA	F	[2, 4, 5, 1, 3]
ROSSANA	F	[1, 4, 1*]
BIANCA MARIA	F	[1]
ELOISA MARIA	F	[1]
GLADIS	F	[1, 6, 3, 4, 5, 1*]
AYMARA	F	[1, 4, 5, 6]
JOSEFA ROSA	F	[1]
NATALI	F	[1, 4, 5, 6]
TELESFORA	F	[1, 16, 4, 5, 1*]
ANA MANUELA	F	[1]
LLUM	F	[3, 1, 2, 4, 5, 8, 1*]
MARISELA	F	[1, 6, 4, 5, 1*]
NATALIA ANDREA	F	[1]
YENNY	F	[1, 1*]
KSENIA	F	[1]
ADRIANA PATRICIA	F	[1]
BEATRIZ CARMEN	F	[1]
MARIA REMEI	F	[1]
MARIA TANIA	F	[1]
VERA LUCIA	F	[1]
IDURRE	F	[10, 1, 19]
KATALIN	F	[1, 19]
LUCITA	F	[1, 1*]
LESYA	F	[1]
MARIA BRIGIDA	F	[1]
CONSUELO MARIA	F	[1]
ROCIO MAR	F	[1]
ANNABEL	F	[2, 4, 5, 1, 6, 3]
LISBETH	F	[1, 5, 1*]
SOLEDAD MARIA	F	[1]
SOUKAYNA	F	[1]
TINGTING	F	[1]
CRISTIANE	F	[1]
ISABEL TERESA	F	[1]
ITSASNE	F	[1, 19]
DOLORES PILAR	F	[1]
LIS	F	[3, 1, 6, 2, 4, 5, 1*]
PAULA ISABEL	F	[1]
ZAYNAB	F	[1, 2]
ANTONIA JOSEFA	F	[1]
JASMINE	F	[1, 5, 6]
JEANNETTE	F	[1, 4, 5, 6]
MICHELA	F	[4, 5, 1, 16, 6]
NIEVES ROSA	F	[1]
OMAYRA	F	[1, 1*]
OUAFAA	F	[1]
FIRDAWS	F	[1, 2]
LILIANA PATRICIA	F	[1]
MARIA ELVA	F	[1]
PARASCHIVA	F	[1]
TARSILA	F	[18, 1, 9, 6, 4, 5, 1*]
ZHOUR	F	[1]
GIULIANA	F	[4, 5, 1, 6, 2]
IRIS MARIA	F	[1]
NELI	F	[1, 1*]
RENATE	F	[1, 5, 6, 1*]
ANA LIDIA	F	[1]
ANDREA ISABEL	F	[1]
ANGELA CARMEN	F	[1]
ATTENERI	F	[1, 1*]
EUNATE	F	[10, 1, 19, 1*]
IKHLAS	F	[1, 2]
SOFIIA	F	[1]
STEFANIE	F	[1, 5, 6]
